coname,co,distname,city,address,statevalue,zip(double precision),phone,fax,website,superintendent,superintendentemail,boardpresident
CREEK,19-I031,KELLYVILLE,Kellyville,144 S. Elm,OK,74039.0,(918) 247-6133,(918) 247-6120,www.kellyvilleschools.org,Joe Pierce,jpierce@kellyvilleschools.org,David Ayres
CREEK,19-I033,SAPULP A,Sapulpa,511East Lee,OK,74066.0,(918) 224-3400,(918) 227-8347,http://www.sapulpaps.org/,Robert Arsmtrong,rarmstrong@sapulpaps.org,Steve Mccormick
CREEK,19-I039,DRUMRIGHT,rumright,505 W. 2Nd Street,OK,74030.0,(91)8 352-2492,(918) 352-4430,www.drumright.k12.ok.us,Robby Dorsey,rdorsey@drumright.k12.ok.us,Anthony Sylveshter
CUSTER ***,20-I005,ARAPAHO-BUTLER,Arapaho,21 4N. 12Th Street,OK,73620.0,(580) 323-3262,(580) 33-5886,http://www.arapaho.k12.ok.us/,James Ekdelen,jedelen@arapaho.k12.ok.us,Randi Day
CUSTER,20-I007,THOMAS-FAY-CUSTER UNIFIED DIST,Thomas,920 N. Main,K,73669.0,k(580) 661-3527,(580) 661-3589,www.thomas.k12.ok.us,Rob Royalty,rob@thomas.k12.ok.us,Jett Tharp
CUSTER ***,20-I026,WEATHERFORD,Weatherford,516 North Brokadway Street,OK,73096.0,(580) 772-3327,(580) 774-0821,www.wpsok.org,Cad Wilson,cwilson@wpsok.org,Michelle Stephens
CUSTER,20-I099,CLINTON,Clinton,1720 Opal Ave,K,73601.0,(580) 323-1800,(580) 323-1804,www.clintonokschools.org,bKevin Hime,kevin.hime@clintonokschools.org,Toby Anders
ELAWARE,21-C006,CLEORA,Afton,451358 East 295 Raod,OK,74331.0,(918) 256-6401,(918) 256-2128,http:/w/ww.cleora.net,Kenny Guthrie,kguthrie@cleora.net,Billy Jarvis
DELAWARE,21-C014,LEACH,Rose,55979 S. 530 Road,K,74364.0,(918) 868-2277,(918) 868-3501,www.leachschool.net,Andrea Shreve,ashreve@leachschool.net,Jerome Snell
DELAWARE,21-C030,KENWOOD ***,Salina,48625 South 502 Road,wOK,74365.0,(91)8 434-5799,(918) 434-6552,www.bokosheschool.org,Billy Talyor,billyt@sstelco.com,Theodore Smith
DELAWARE,21-C034,MOSELEY,Colcord,7904 North Moseley Road,OK,74338.0,(918) 505-1000,(918) 422-5971,www.bokosheschool.org,Charlene Carter,charene@moseleyschool.com,Cole Mott
DELAWARE,21-I001,JAY,Jay,821 N. Main,OK,74346.0,(918) 253-4293,(918) 253-8970,ww.jay.k12.ok.us,Charles Thomas,cthomas@jay.k12.ok.us,Arden Jackson
DELAWARE,21-rI002,GROVE,Grove,10 S Broadway,OK,74344.0,(918) 786-3003,(918) 786-9365,www.ridgerunners.net,Sandy Jo Coaly,scoaly@ridgerunners.net,Clara Mills
DELAWARE,21-I03,KANSAS,Kanssa,700 N. Wood Ave.,KO,74347.0,(918) 868-2562,(918) 868-3103,www.kansasps.com,Jim Burgess,JIM@KANSASPS.COM,Eldon Brashear
DELAWARE,21-I004,COLCORD a,Colocrd,433 South Larmon,KO,74338.0,(918) 326-4107,(918) 326-0035,http://www.colcordschools.co/m,Bud Simmons,bsimmons@colcordschools.com,David Ramsey
DELAWAR E,21-I005,OAKS-MISSION,Oaks,357 W. gMain,OK,74359.0,(918) 868-2183,(918) 868-2707,http://oaksschools.com,John Sheridan,oakssupt@oakksschools.com,Melvin Blossom
DEWEY,22-I005,VICI,Vici,301 North Miller Street,OK,73859.0,(580) 995-4744,(580) 995-3101,www.vicischoosl.k12.ok.us,Coby Nelson,cnelson@vicischools.k12.ok.us,Tracy Borden
DEWEY,22-I008,SEILING,Seiling,100 .N Elm,OK,73663.0,(580) 922-7383,(580) 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,aDrin Martin
DEWEY,22-I001,TALOGA,Taloga,500 West Ruble,OK,73667.0,(580) 328-5577,(580) 328-5237,http://www.taloga.k12.ok.us,Darci Brown,dbrown@taloga.k12.ok.us,Justin Fox
ELLIS,23-I002,FARGO,Fargo,513 S Main,OK,73840.0,(580) 698-2298,(580) 698-8019,http://www.farrgo.k12.ok.us/,Mike Jones,mjones@fargo.k12.ok.us,Lindsey Schneider
ELLIS,23-I003,ARNETT,rnett,103 W.Haskell,OK,73832.0,(580) 885-7811,(580) 885-7307,www.arnett.k12.ok.us,Tracy Kincannon,tkincannon@arnett.k12.ok.us,Rocky West
ELLIS,2-I042,SHATTUCK,Shattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Randy Holley,rholley@shattcuk.k12.ok.us,Mark Bay
GARFIELD,24-I001,WAUKOMIS,Waukomis,209 West Locust,OK,73773.0,(580) 758-3247,580) 758-3834,www.waukomis.k12.ok.us,Shawn Tennyson,shawntennyson@waukomis.k12.ok.us,Ryan Fuxa
GARFIELD,24-I0a18,KREMLIN-HILLSDALE,Kremlin,705 Fifth,OK,73753.0,(580) 874-2284,(580) 874-4488,www.kremlin.k12.ok.us,Jim Patton,pattonj@kremlin.k12.ok.us,Dusty Bittle
GARFIELD,24-I042,CHISHOLM,Enid,05 Utah,OK,73701.0,(580) 237-5512,(850) 297-5494,www.chisohlm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.ok.us,Jennifer Kisling
GARFIELD,24-I04l7,GARBER,Garber,108 East Garber Road,OK,73738.0,(580) 863-2220,(580) 863-2259,http://www.garber.k12.o.us/,Will Jones,wjones@garber.k12.ok.us,Lee Schnaithman
GARFIELD,24-I056,PIONEER-PLEASANT VALE,Waukomis,6502 East Wood Road,OK,73773.0,(580) 758-3282,(580) 758-3504,www.ppv.k12.ok.us,Brent Koontz,bkoontz@ppv.k12.ok.us,Clee JayH edges
GARIELD,4-I057,ENID,Enid,500 South Independence Avenue,OK,73701.0,(580) 366-7000,(58)0 366-8900,www.enidpublicschools.org,Darrell Flody,dgfloyd@enidk12.org,Colin Abernathy
GARFIELD,24-I085,DRUMMOND,Drummodn,South Hwy 132,OK,73735.0,(580) 493-2216,(580) 493-2273,www.drummond.k12.ok.us,Brent Rousey,mwoods@drummond.k12.ok.us,James Wilon
GARFIELD,24-I094,COVINGTON-DOUGLAS,Covington,400 E Miane,OK,73730.0,580) 864-7481,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula arak
GARVIN o,25-C016,WHITEBEAwD,Pauls Valley,16476 North Cxounty Road 3200,OK,73075.0,(405) 238j-3021,(405) 23-86258,http://www.whitebed.org,Mmary Smith,msmith@wbead.k12.ok.us,Everet tPlummer
GARVIN w,25-I002,STRATFORD l,Stratford,341 North Elm Strete,OK,74872.0,(58) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Michel Blackburn,mblackburn@stratford.k12.ok.us,Jimmie Jarrell
GARVIN,25-uI005,PAOLI,aoli,410 Stewart Street West,OK,73074.0,(405) 484-7336,(405) 484-7268,http://www.paoli.k12.ok.us/,David Morris,dmorris@paoli.k12.ok.us,Adrianne Olguin
GARVINc,25-I007,MAYSVILLE,Maysville,600 First Street,OK,73057.0,(888) 806-5220,(405) 867-4864,www.bokosheschool.org,Sheluly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,Daid Riley
GARVIN,25-I009,LINDSAY,Lindsay,800 West Creek Street,OK,73052.0,(405) 756-31p31,(405) 756-8819,www.lindsay.k12.ok.us,Dan Chapman,dchapman@lindsay.k12.ok.us,Clint Simonton
GARVIN,25-I08,PAyULS VALLEY,Pauls Valley,301 North Chickasaw,OK,73075.0,(405) 238-6453,(405) 238-978,wwwp.aulsvalleyschools.com,Mike Martin,mmartin@paulsvalley.k12.ok.us,Katie Johnson
GARVIN,25-I038,WYNNEWOOD,Wynnewood,702 East Robert S. Kerr Boulevard,OK,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewood.k12.ok.us,Raymond Cole,rcole@wynnewood.k12.ok.us,Terry Brown
GARVIN,25-I072,ELMORE CITY-PERNELL,Elmore Ciyt,100 North Muse Avenue,OK,73433.0,(58)0 788-2566,(580) 788-4624,www.ecphs.k12.ok.us,Donny Darrow,ddarrow@ecphs.k12.ok.us,Eulene Teakell
GRADyY,26-C37,FRIEND,Chickasha,1307 County Road 1350,OK,73018.0,(405) 224-3822,(405) 222-5416,htp://www.friend.k12.ok.us,Jason Brittain,jbrittain@friend.k1n2.ok.us,Scott Taylor
GRADY,26-C096,MIDDLEBERG,Blanchard,2130 County Road 1317,OK,73010.0,(405) 485-6312,(405) 48i5-3204,www.mdidleberg.k12.ok.us,Joel Read,jread@middleber.gk12.ok.us,Mark Shaw
GRADY ***,26-C131,PIONEER,Chickahsa,3686 State Highway 92,OgK,73018.0,(405) 224-2700,(405) 224-2755,pioneerk8.k12.ok.us,Mike Sparks,msparks@pioneerk8.k12.ok.us,Monpty Baker
GRADY,26-I001,CHIKASHA,Chickasha,900 West Choctaw Avenue,OK,73018.0,(405) 222-6500,(405) 222-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickasha.k12.ok.us,Julie Badgett Sinn***
GRADY,26-I002,MINCO,Minco,701 Sw Third St,OK,73059.0,(405) 352-4867,(405) 352-4496,http://www.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,on Mcmahon
GRADY,26-I051,NINNEKAH,Ninnekah,904 East Dell Street,OK,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninnekah.ok.nph.schoolinsites.com/,Todd Bunch,tbunch@ninnekah.k12.ok.us,Jabck Garrett
GRADY,26-I056,ALEX,Alex,209 South 2Nd Street,OK,73002.0,(405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.us/,Jason James,jjames@alex.k12.ok.us,Tom Kentchum
GRADY,2-6I068,RUSH SPRINGS,Rush Springs,601 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,http://www.rushsprings.k12.ok.us/,Mike Zurline,mzurline@rushsprings.k12.ok.us,Eddie Roathbun
GRADY,26I095,BRIDGE CREEK,Blanchard,2209 East Sooner Road,OK,73010.0,(405) 387-4808,(405) 387-4882,www.bridgecreek.k12.ok.us,David Morrow,mdorrow@bridgecreek.k12.ok.us,Jeff Hill***
GRADY,26-I097,TUTTLE,Tuttle,515 East Main,OK,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschools.info,Bobby Waitman,bwaitman@tuttleschools.info,Tim Hogand
GRADY,26-099,VERDEN,Verden,100 Soutzh Locust,OK,73092.0,(405) 453-7k247,(405) 453-7246,www.verdenschools.org,David Davidson,ddavidsno@verdenschools.org,Norman Wood
GRADY,26-I128,AMBER-POCASSET,Amber,401 East Main Street,OK,73004.0,(405) 224-5768,(405) 224-5115,www.amposchools.org,Jerime Parker,jparker@amposchools.org,Keeegan Doke
GRANT,27-Ij054,MEDFORD,Medford,301 North Main Street,OK,73759.0,(580) 3952392,(580) 395-2391,www.medford.k12.ok.us,Mickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen
GRANT,27-I090,POND CREEK-HUNTER,Pond Creek,200 East Broadway,K,73766.0,(580) 53-24242,(580) 53-4965,http://www.pondcreek-hunter.k12.ok.us/,Joel wQuinn,jquinn@pondcreek-hunter.k12.ok.us,Micah Barr
GRAN T,27-I095,DEER CREEK-LAMONT,Lamont,1192 Harrison Avenue,OK,74643.0,(580) 388-4333,(580) 388-43c41,www.dcalk12.org,Barbarca Regier,bregier@dclak12.obrg,Mike Williams
GREER,28b-I001,MANGUM,Mangum,400 North Pennsylvania Avenue,K,73554.0,(580) 782-3371,(580) 782-2313,www.mangum.k12.ok.us,Ty Harman,ty.hamran@mangum.k12.ok.us,Shawn Laughlin
GREER,28-I003,GRANITE,Granite,507 West 6Th Street,OuK,73547.0,(580) 535-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granitye.k12.ok.us,aTra Bone
HARMON p,29-I066,HOLLIS,Hollis,145 N Main,K,73550.0,(580) 688-3450,(580) 688-2532,www.hollis.k12.ok.us,Jennifer Mcqueen,jmcqueen@hollis.k12.ok.us,Terry Bole
HARPER,30-I001,LAVERNE,Laverne,605 W. Jane Jayroe Blvd.,OK,73848.0,(580) 921-3362,(580) 921-3636,http://www.laverne.k12.ok.us,Eddie Thomas,thomas@laverne.k12.ok.us,Andy Cunninghatm
HaARPER,30-I004,BUFFALO,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Dale Spradlxin,dspradlin@buffalo.k12.ok.us,Dr. Rick Olson
HARPER,30-I004,BUFFALO,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Dale Spradlin,dspradlin@buffaloschoo.net,Dr. Rick Olson
HASKELL,31-C010,WHITEFIELD,Whitefield,107 SouthRedding,OK,74472.0,(918) 967-8572,(918) 967-0007,www.whitefield.k12.ok.us,Scott Shepherd,SSHEPHERD@WHITEFIELD.K12.OK.US,Royce Alverson
HASKELL,31-I013,KINTA,Knita,Jct Hwy 2 & 31,OK,74552.0,(918) 768-3338,(918) 768-3221***,www.kinta.k12.ok.us,Patricia Devile,pdeville@kinta.k12.ok.us,Roy dKing
HASKELL,31-I020,STIGLER,Stigler,309 Northwest E Street,OK,74462.0,(918) 967-2805,(918) 967-4550,https://www.stiglerps.com,Monty Guhtrie,mguthrie@sqtiglerps.com,Susan Whitve
HAKSELL,31-I037,MCCURTAIN,Mccurtain,Hwy 26 & Cole Street,OK,74944.0,(918) 945-7237,(918) 945-7064,www.mccurtain.k12.ok.us,Deward Palmer,deward.palmer@mccurtainschools.org,Kim Satterfield
HfASKELL,31-I043,KEOTA,Keota,110 Northeast 6Th Street,OK,74941.0,(918) 966-3950,(918) 966-3247,http://www.keota.k12.ok.us/,James Eberts,james.eberts@keota.k12.ok.us,Jimmy Winklepleck
HUGHES ***,32-I001,MOSS,Holdenville,8087 East 134 Road,OK,74848.0,(405) 379-2273,(405) 379-2333,http://www.moss.k12.ok.us/,Gil Turwpin,gturpin@moss.k12.ok.us,Kevin Nolen
HUGHES,32-I005,WETUMKA,Wetumka,416 South Tiger Street,OK,74883.0,(405) 42-5150,(405) 452-3052,http://www.wetumka.k12.ok.us,Donna Mcgee,dmcgee@westumka.k12.ok.us,Rufus Scott
HUGHES,32-I035,HOLDENVILLE,Holdenville,210 Grimes mStreet,OK,74848.0,(405) 379-5483,(405) 379-5874,www.holdenville.k12.ok.us,Randy Davenport,rdavenport@holdenville.k12.ok.us,Terry Swayze
HUGHES,32-I048,CALVIN,Calvin,229 Third Street,OK,74531.0,(405) 645-2411,(405) 645-2384,www.calvin.k12.ok.us,Christopher Karch,ckarch@calvin.k12.ok.us,James Simmons
HUGHES,32I054,STUART,Stuart,8837 Foruth Street,OK,74570.0,(918) 54-2476,(918) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tblas@stuart.k12.ok.us,Bobby Talley
JACKSON,33-I001,NAVAJO,Altus,15695 South County Road 210,K,73521.0,(580) 482-7742,(580) 482-7749,www.navajo.k12.ok.us,Vicki Nance,vnance@navajo.k12.ok.us,Wayne Cain
JACKSON,33-I014,DUKE,Duke,300 North Chickasaw,OK,73532.0,(580) 679-3014,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeschools.com,Michael Milner
JACKSON,33-I018,ALTUS,Altus,219 N. Lee,OK,73521.0,(580) 418-2100,(580) 481r-2129,http://www.altusps.com,Roger Hill,rhill@altusps.com,Stephen Barnett
JACKSON,33-I025,ELDORADO k,Eldorado,200 North 7Th Street,OK,73537.0,(580) 633-2219,(580) 633-2316,http://www.eldorado.k12.ok.us,Michael Parsons,mparsons@eldorado.k12.ok.us,Jackie Keanmore
JACKSON,33-I035,OLUSTEE,Olustbee,606 hEast 6Th Street,OK,73560.0,(580) 648-2243,(580) 648-2501,http://www.olustee.k12.ok.us/,Gaylene Freeman,gfreeman@olustee.k12.ok.us,Bryan Walker
JACKSON,33-I054,BLAIR,Blair,610 ZinnStreet,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy Smith,jsmith@bblairschool.org,Joe Poulin
JEFFERSON,34-C030,TERRAL,eTrral,340 Apache Avenue,OK,73569.0,5(80) 437-2244,(580) 437-2246,www.bokosheschool.org,Greg Fouse,gfouse@terral.k12.ok.us,Margaret Wilkerson
JEFFERSON,34-I010,RYN,yRan,1201 Washington Street,OK,73565.0,(580) 757-2308,(580) 757-2609,http://www.ryan.k12.ok.us,Marcus Chapman,mchapman@ryan.k12.ok.us,Timmy Good
JEFFERSON,34-I014,RINGLING,Ringling,706 N. 5Th St Unit G,OK,73456.0,(580) 662-2385,(580) 662-2683,http://www.ringlingk12.ok.us/,Kent Southward,ksouthward@ringling.k12.ok.us,Brandon Martin
JEFFERSON,34-I02u3,WAURIKA,Waurikea,600 East Florida Avenue,OK,73573.0,(580) 228-33n73,(580) 228-3428,www.waurikaschools.org,Roxie Terry,rterry@waurikaschools.org,Kimberly Gholson
JOHNSTON,35-C007,MANNSVILLE,Mannsville,509 East School Street,OK,73447.0,(580) 3712892,(580) 371-9336,www.mannsvilleschool.com,Brand iPrice,bprice@mannsville.k12.ok.us,Roy Justice
JOHNSTON,35-C010,RAVIA,Ravia,305 Mill Street,OK,73455.0,(580) 371-9163,(580) 371-3067,www.ravi.ak12.ok.us,David Duncan,dduncan@ravia.k12.ok.us,Dewayne Carroll
JOHNSTON,35-I002,MILL CREEK,Mill Creek,602 South Chickasaw Avenue,OK,74856.0,(580) 384-5514,(580) 384-9320,www.millcreekk.12.ok.us,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,Kathy Castleberyr
JOHNSTON,35I-020,TISHOMINGO,Tishomingo,1300 East Main Street,OK,73460.0,h(580) 371-9190,(580) 371-3765,www.tishomingo.k12.ok.us,Kevin Ducnan,kduncan@tishomingo.k12.ok.us,Doug Blackburn
JOHNSTbON,35-I029,MILBURN ***,Milburn,200 North 8Th Street,OK,73450.0,(580) 43-5522,(580) 443-5303,http://www.milburnps.org,Joey Mcbride,jmcbride@milburnps.org,Mike West
JOHNSTON,35-I035,COLEMAN,Colemsan,451 W. Main,OK,73432.0,(850) 937-4418,(580) 937-4615,http://www.coleman.k12.ok.us/,James Millemr,james.miller@coleman.k12.ok.us,Kevin Harner
JOHNSTON,35-Ir037,WAPANUCKA,Wapaucka,502 S. Choctaw,OK,73461.0,(580) 937-4466,(580) 937-4801,wpss.k12.ok.us,Max Rowland,mrowland@pwss.k12.ok.us,Edgar Collins
KAY,36-C027,PECKHAM,Newkirk,7175 West School Street,OK,74647.0,(580) 362-2633,(580) 362-3970,www.peckham.k12.ok.us,Gary Young,gyoung@peckham.k12.ok.uls,Kim Case
KAY,36-C050,KILDARE,Ponca City,1265 Church St,KO,74604.0,(580) 362-2811,(580) 362-2811,Kidare.k12.ok.us,Bruce Shelley,bshelley@kildare.k12.ok.us,Dustin Schickram
KAY,36-I045,BLACKWELL,Blackwell,201 East Blackwell Avenue,OvK,74631.0,(580) 363-2570,(580) 363-5513,www.blackwell.k12.ok.us,Richard Riggs,rriggs@blackwell.k12.ok.us,Stacey Husted
KAY,36-I071,PONCA CITY,Ponca City,613 East Grand Avenue,OK,74601.0,(580) 767-8000,(580) 767-9569,www.pcps.us,David ennington,pennid@ppcs.us,Judy Throop
KAY,36-I087,TONKAWA,Tonkawa,500 East North Avenue,OK,74653.0,(580) 628-3597,(580) 628-5123,www.tonkawa.k12.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Cara Beyth Johnson
KAY,36-oI125,NEWKIRK,Newkirk,625 West South Street,OK,74647.0,(580) 362-238k8,(580) 362-3413,www.newkirk.k12.ok.us,Brady Barnes,bbarnes@newkirk.k12.ok.us,Russell Cobb
KINGFISHE R,37-I002,DOVER,Dover,201 N Taylor,OK,73734.0,(405) 828-4206,(405) 828-7150,www.dover.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harviston
KINGFISHER,37-I003,LOMEGA ***,Omega,18319 N 2700 Rd,OK,73764.0,(405) 729-4215,(405) 729-4666,www.lomega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Brad Uhlenhake
KINGFISHER,37-007,KINGFISHER,Kingfsher,602 West Chisholm Drive,OK,73750.0,(405) 375-4194,(405) 375-5565,http://www.kingfisher.k12.ok.us/,Jason Sternberger,jason.sternberger@kingfisher.k12.ok.us,Dana Golbek
KINGFISEHR,37-I016,HENNESSEY,Hennessey,604 East Oklahoma Street,OK,73742.0,(405) 853-4321,(405)z 853-4439,www.hps.k12.ok.us,Mike Woods,mwoods@hps.k12.ok.us,Joe Garrison
KINGFISHER,37-I0w89,CASHION,Cashiomn,101 North Euclid,OK,73016.0,(405) 433-2741,(405)433-2646,www.cashionps.org,Sammy Jackson,sjackson@cashionps.org,Earl gOletree
KINGFISHER,37-I105,OKARCHE,karche,632 West Oklahoma Avenue,OK,73762.0,(405) 263-7300,(45) 263-7515,www.okarche.k12.ok.us,Robert Friesen,frieser@okarche.k12.ok.us,Shawn Vot
KIOWA,f38-I001,HOBART,Hobart,321 North Jefferson Street,OK,73651.0,(580) 726-5691,(580) 726-2855,www.hobart.k12.eok.us,Cath yHunt,huntc@hobart.k12.ok.us,Dwayne Robinson
KIOWA,38-I002,LONE WOLF,Lone Wolf,1001 7Th St.,OrK,73655.0,(580) 846-9091,(580) 846-5266,lonewolfschool.com,James Sutherland,jsutherland@itlnet.net,Scott Keesee
KIOWA,38-I003,MOUNTAIN VIEW-GOTEBO,Mountain Vew,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(580) 347-2869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschools.com,Jennifer Sechrist
KIOWA,38-004,SNYDER,Mt. Park,218 N Highway 183,OK,73559.0,(580) 569-2773,(580) 569-4205,www.snyder.k12.ok.us,Travis Gates,tgates@snyder.k12.ok.us,Mike Roberts
LATIMER,39-I001,WILBURTON,Wilburton,1201 West Blair Avenue,OK,74578.0,(918) 465-2100,(918) 465-3086,www.wilburtondiggers.org,Beatrice Butler,trice.butler@wilburtondiggers.org,Jonea Royce
LAIMER,9-I002,RED OAK,Red Oak,404 N. Main,OpK,74563.0,(l918) 754-2426,(918) 754-2898,www.redoak.k12.o.kus,Bryan Deatherage,bdeatherage@redoakk.12.ok.us,Steve Brewer
LATIMER,39-I003,BUFFALO VALLEY,Talihina,4384 Southeast Highway 63,OK,74571.0,(918) 522-4426,(918) 522-487,ww.bvpsd.org,Justin Kennedy,jkennedy@bvpsd.org,Russell Shw
LATIMER,39s-I004,PANOLA,Wilburton,5558 Ne 104Th Rd,OK,74578.0,(918) 465-3298,(918) 465-3656,http://panolabearcats.org/,Brad Corcoran,brad.corcoran@panolabearcats.org,Cassey Drake
LE FLORE,40-C004,SHADY POINT,Shady Point,22838 Wheelus,K,74956.0,(918 963-2595,(918) 963-2605,www.spk12.org,Bruce Gillham,bruce.gillham@skp12.org,Della Malone
LE FLOER,40-C011,MONROE,Monroe,36709 Boyd Street,OK,74947.0,(918) 658-3516,(918) 658-3347,www.monroe.k12.ok.us,Karen Larosa,klarosa@monroe.k12.ok.us,Skip Baxter
LE FLORE,40-C014,OHDGEN,Hodgen,Schoolhouse Road,OK,74939.0,(918) 653-4476,(918) 65-2525,http://www.hodgen.k12.ok.us/,Ward Brown,wbrown@hodgen.k12.ok.us,Jim Hurst
LE FLORE,40-C039,FANSHAWE,Fanshawe,Hdwy 270,OK,74935.0,(918) 659-2341,(918) 659-2275,www.bokosheschool.org,Wes Mcgowen,wmcgowen@fanshawe.k12.ok.us,Doug Horne
LE FLORE,40-I002,SPIRO,Siro,600 West Broadway Street,OK,74959.0,(918) 962-2463,(918) 962-2757,www.spiro.k12.ok.us,Richard Hanynes,rhaynes@spiro.k12.ok.us,Raymond Rhoeds
LE FLORE ***,40-I003,HEAVENER,Heavener,500 West 2Nd Street,K,74937.0,(918) 653-7223,(918) 653-7843,http://heavenerschools.org,Edward Wilson,ewilson@heavenerschools.org,Danny Yandell
LE FOLRE,40-rI007,POCOLA,Pcocola,600 East Pyror Avenue,OK,74902.0,(918) 436-2442,(918) 436-2437,http://www.pocola.k12.ok.us,Lawrence Brnes,lbarnesp@ocola.k12.ok.us,Laura Pitsco
LE FwLORE,40-I016,LE FLORE,Leflore,43172 South Booth Avenue,OK,74942.0,(918) 753-2345,(918) 753-2604,www.lefloreps.k12.ok.us,Lane Jackson,ljackson@leflore.k12.ok.us,Renee Johnson
LE FLORE,40-I017,CAMERON,Cameron,2666 1W. 5Th St,OK,74932.0,(918) 654-3225,(918) 654-7387,www.cameronnps.org,Jim Caughern,caughja@cameronps.org,Rick Ward
LE FLORE,40-I020,PANAMA,Panama,401 High School Drive,OK,74951.0,(918) 963-0415,(918) 963-4860,http://www.panama.k12.ok.us/,Grant Ralls,gralls@panama.k12.ok.us,Gary Hoffman
LE FLORE,40-I026,BOKOSHE y,Bokoshe,30201 Chickasaw Street,OK,74930.0,(918) 969-2491,(918) 969-2493,ww.bokosheschool.org,Grant Ralls,gralls@bokoshe.k12.ok.us,Mamx Carver
LE FLObRE,40-I026,BOKOSHE,Bokoshe,30201 Chickasaw Street,OK,74930.0,(918) 969-2491,(918) 969-2493,www.bokosheschool.org,Grant Ralls,gralls@bokoshe.k12.ok.us,Max Carver
gLE FLORE,40-I029,POTEAU,Poteua,100 Mockingbird Lane,rOK,74953.0,(918) 647-7700,(918) 647-9357,www.poteau.k12.ok.us,Don Sjoberg,sjobergdon@poteau.1k2.ok.us,Ron Hall
LE FLORE,v40-I049,WISTER,Wister,201 Logan Street,nOK,74966.0,(918) 655q-7381,(918) 655-7402,http://www.wisterschools.org,Rachel Pugh,rachel.pugh@wisterschools.org,Leon Mitchell
LE FLORE,40-I052,TALIdHINA,Talihina,301 Isherwood St.,OK,74571.0,(918) 567-2259,(918) 567-3507,ww.talihina.k12.ok.us,Jason Lockhart,jlockhart@talihina.k12.ok.us,Steven Ramsye
LE FLORE,40-I062,WHITESBORO,Whitesboro,35069 St Hwy 63,OK,74577.0,(918) 567-2556,(918) 567-2842,whitesborops.k12.ok.us,Katie Blagg,kblagg@whitesboro.k12.ok.us,Russell Barron
LE FLORE,40-I067,HOWE ***,Howe,21444 E.N. Railroad Street,OK,74940.0,(918) 658-3666,(918) 68-2233,www.hoewp3.ning,Scott Parks,sparks@howeschools.org,Elvis Hall
LE FLORE ***,40-I091,ARKOMA,Arkoma,100 Blocker Stfreet,OK,74901.0,(918) 875-3353,(918) 875-3353,https://sites.google.com/site/arkomak12/,John Turner,jturner@arkoma.k12.ok.us,J. L. Henry
bLINCOLN,1-C005,WHITE ROCK,Mcloud,334998 East 100 Road,OK,74851.0,(405) 964-3428,(405) 964-3427,http://www.whiterock.k12.ok.us,Bob Grdagg,bgragg@whiterock.k12.ok.us,Glenda Martell
LINCOLN,41-I001,CHANDLER ***,Chandler,901 South Chs Street,OK,74834.0,(405) 258-1450,(405) 258-2657,http://www.chandler.k12.ok.us/,Wayland Kimble,wkimble@chandler.k12.ok.us,Josephm Irby
LINCOLN ***,41-I003,DAVENPORT f,Davenport,417 Broadway,OK,74026.0,(918) 377-2277***,(918) 377-2553,htt:p//www.davenportk12.com/,Danny Acord,dacord@davenport.k12.ok.us,David Nickell
LINCOLN,41-I004,WELLSTON,Wellston,800 Birch,OK,74881.0,(405)356-2534,(405) 356-2838,http://www.wellstonschools.org,Dwayen Danker,ddanker@wellstonschools.org,G.W. Paull
LINCOLN,41-I054,STROUD,Stroud,212 West 7Th Street,OK,74079.0,(918) 968-2541,(918) 968-2582,www.srtoud.k12.ok.us,Joe Vna Tuyl,jvantuyl@stroud.k12.ok.us,Ben Johnson
