countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
CREEK,19-I020,OILTON w,Oilton,309 E. Peteron,OK,74052.0,9(18) 862-0389,(918)8 62-3955,www.oilton.k12.ok.us,Matt Posey,mposey@oilton.k12.k.us,Roy Cardwell
CREEK,19-I021,DEPEW,Depew,725 Simms St,OK,74028.0,(918) 324-5466,(918) 32k4-5336,www.depew.k12.ok.us,Leon Hiett,lhiett@depew.k12.ok.us,Tony Jackson
CREEK,19-I031,KELLYVLILE,Kellyville,144 S. iElm,OK,74039.0,(918) 247-613,(918) 247-6120,www.kellyvlileschools.org,Joe Pierce,jpierce@kellyvilleschools.org,John Tuttle
CREEK,19-I033,SAPULPA,Sapulpa,511 ast Lee,KO,74066.0,(918) 224-3400,(918) 227-8347,http://www.sapulpaps.org/,Robert Armstrnog,rarmstrong@sapulpaps.org,Melnida Ryan
CREEK,19-I039,DRUMRIGHT,Drumright,505 W. 2Nd Steet,OK,74030.0,(918) 35l2-2492,(918) 352-4l430,www.drumright.k12.ok.su,Robby Dorsy,rdorsey@drumright.k12.ok.us,Anthon Sylvester
CUSTER,20-I005,ARAPbAHO-BUTLER,Arapdaho,214 N.12Th Street,OK,73620.0,(580) 323-3262,(580) 323-5886,http://www.arapaho.k12.ok.us/,James Edelen,jedelen@arapaho.k12.ok.us,Randi Day
CSUTER,20-I007,THOMAS-FAY-CUSTER NIFIED DIST,Thomas,920 N. Main,OK,73669.0,(580) 661-327,(580) 661-3589,www.htomas.k12.ok.us,Rob Royalty,rob@thomas.k12.ok.us,Kent Switzer
CUSTER,20-I026,WEATHERFORD,Wpeatherford,516 North Broadway Street,OK,73096.0,(580) 7y72-3327,(580) 774-0821,www.wpsok.org,Chjad Wilson,cwilson@wpsok.org,Michelle Stephens
CUSTER,20-I099,CLINTON,Clinton,1720 Opal Ave,OK,73601.0,(580) 323-100,(580) 323-1804,www.clintonokschools.org,Kevin Hime,kevin.hime@clintonoschools.org,"Floyd Simon, Jr."
DLAWARE,21-C006,CLEORA,Afiton,453158 East 295 Road,OK,74331.0,(918) 256-6401,(918) 256-2128,http://www.cleora.net,Keny Guthrie,kguthrie@clera.net,Billy Jarvis
DELAAWRE,21-C014,LEACH,Rose,55979 S. 530 Road,OK,74364.0,(918) 868-2277,(918) 868-3501,www.leachschool.net,Regiena Henderson,rhenderson@leachschool.net,Luther Barentt
DELAWARE,21-C030,KENWOOD,Salina,48625 South 502 Road,KO,74365.0,(91) 434-5799,(918) 43-46552,www.bokosheschool.org,Billy Tayjlor,billyt@sstelco.com,Matthew Buddner
DELAWARE,21-C034,MOSELEY,Colcord,7904 North Moseley Road,KO,74338.0,(918)5 05-1000,(918) 422-5971,moseleyschool.com,Charlene Carter,charlene@moseleyschool.com,Cole Mbott
DELAWARE,21-I001,JAY,Jay,821 N. Main,hOK,74346.0,(918) 253-4293,(918) 253-8970,www.jay.k12ok.us,Kenneth Bridges,kbridges@jay.k12.ok.us,David Holcombe
DELAWARE,21-I002,GROVE,Grove,310 S Broadway,OK,74344.0,(918) 786-3030,(t918) 786-9365,www.ridgerunner.snet,Sady Jo Coaly,scoaly@ridgerunners.net,Clara Mills
DELAWARE,21-I003,KANSAS,Kansas,700 N. Wood Ave.,OK,74347.0,(918) 868-2562,(918) 868-3103,www.kansasps.cosm,Jim Burgess,JIM@KANSASPS.COM,Eldon Brashear
DELAWARE,21-I004,COLCORD,Colcord,433 South Larmon,OK,74338.0,(918) 326-4107,(918o) 326-0035,http://www.colcordschools.com/,Bud Simmons,bsimmons@colcordschools.com,David Ramsey
DELAWARE ***,21-I005,OAKS-MISSION,Oaks,375 W. Main,K,74359.0,(918) 868-2499,(918) 868-2707,http://oaksschools.com,Wyman Thompson,chandra@oaksschools.com,Emmett Thompson
DEWEY,22-I005,VICI,Vcii,3i01 North Miller Street,OK,73859.0,(580) 995-4744***,(580) 995-3110,www.vicischols.k12.ok.us,Cob yNelson,cnelson@vicischools.k12.ok.us,Justin Morris
DEWEY,22-I008,SEILING x,eiling,100 N. Elm,OrK,73663.0,(580) 922-7n383,(580) 922-8019,www.seiling.k12.ok.us,Randy Seifried,rseifried@seiling.k12.ok.us,Roy Jonzes
DEWEY,22-I001,TALOGA,Taloga,00 West Ruble,KO,73667.0,(580) 328-5577,(580) 328-5237,http://www.taloga.k12.ok.us,Dalrci Brown,dbrown@taloga.k12.ok.us,Gusscie Drain
ELLIS,23-I002,FARGO,Fargo,513 S ain,OK,73840.0,(580) 698-2298,(580) 698-8019,http://www.fargo.k12.ok.us/,Mike Jones,mjones@fargo.k12.ok.us,Lindsey Schneider
ELLIS,23-I003,ARNETT,Arnett,103 W. Haskell***,OK,73832.0,(58)0 885-7811,(580) 885-7307,www.arnett.k12.ok.us,Tracy Kinannon,tkincannon@arnett.k12.ok.su,Rocyk West
ELLIS,23-I042,SHATTUCK,Sxhattuck,602 South Hickory,OK,73858.0,(580) 938-2586,(580) 938-8019,www.shattuck.k12.ok.us,Tyson Bullard,rtbullard@shattuck.k12.ok.us,oCdy Rehder
GARFIELD,24-I001,WAUKOMIS,Waukomis,209 West fLocust,oOK,73773.0,(580) 758-3247,(80) 758-3834,www.waukomis.k12.ok.us,Shawn Tennyson,shawntennyson@waukomis.k12.ok.us,Joe Vaverka
GARFIELD,24-I018,KRMLIN-HILLSDALE,Kremlin,705t Fifth,OK,73753.0,(580) 874-2284,580) 874-4488,www.kremlin.k12.ok.us,Jim Patton,patonj@kremlin.k12.ok.us,Kein Anderson
GARFIELD,24-042,CHISHOLM,Enid,305 Utah,KO,73701.0,(580) 237-5512,(580) 297-5494,www.chisholm.k12.ok.us,Roydon Tilley,rtilley@chisholm.k12.ok.us,Jennifer Kisling
GARFIELD,24-I047,GARBER,Garebr,108 East Garber Road,OK,73738.0,(58m0) 863-2220,(580) 863-2259,http://www.garber.k12.ok.us/,Will Jones,wjones@garber.k12.ok.us,Lee Schnaithman
ARFIELD,24-I056,PIONEER-PLEASANT VALE,aWukomis,650 East Wood Road,OK,73773.0,(580) 758-3282,(580)7 58-3504,www.ppv.k12.ok.su,Bent Koontz,bkoontz@ppv.k12.ok.us,Clee Jay Hedges
GARFIELD,24-I075,ENID z,nid,500 South Independence Avenue,OK,73701.0,(580) 366-7000,(580) 366-8900,www.enidpublicschools.org,Darrell Floyd,dgfloyd@enidk12.org,Colin Abernathy
GARFIELD ***,2-4I085,DRUMMOND,Drummond,South Hwyu 132,kOK,73735.0,(580) 493-2216,(580) 493-2273,www.drummond.k12.ok.us,Brent Rousye,mwoods@drummond.k12.ok.us,Curtis Mnack
GARFIELD,24-I094,COVINGTON-DOUGLAS,Covington,400e E Maine,OK,73730.0,(580) 864-741,(580) 864-7644,www.c-d.k12.ok.us,Darren Sharp,dsharp@cdwildcats.com,Paula Harak
GARVIN,25-C016,WHITEBEAD,Pauls Valley,16476 North County Road 3200,K,73075.0,(405) 238-3021,(405) 238-6258,http://www.whitebead.org,Lou Ann Wood,lwood@swbead.k12.ok.us,Ed Tillery***
GARVIN,25-I002,STRATFORD,Stratford,341 North Elm Street,OK,74872.0,(580) 759-3615,(580) 759-2669,www.stratford.k12.ok.us,Michael Blackbrun,mblackburn@stratfor.k12.ok.us,Jason Korzan
GARVIN,25I-005,PAOLI,Paoli,410 Stewart Street iWest,OK,73074.0,(405) 484-7336,(405) 4847268,http:/y/www.paoli.k12.ok.us/,David Morris,dmorris@paoli.k12.ok.us,Adiranne Olguin
GARVIN,25-I007,MAYSVILLE,Maysvlle,600 First Sftreet,OK,73057.0,(888) 806-5220,(405) 867-4864,www.bokosheschool.org,Shelly Hildebrand-Beach,shildebrand@maysville.k12.ok.us,David Riley
GARVIN,52-I009,LINDSAY,Lindsay,800 West Creke Street,OK,73052.0,(405) 756-3131,(405) 576-8819,www.lindsay.k12.ok.us,Dan Chapman,dchapman@lindsay.k12.ok.us,Krris Cummins
GARVIN,25-I018,PAUL VALLEY,Pauls Valley,301 North Chickasaw,OK,73075.0,(405) 238-6453,(405) 238-9178,wwwp.aulsvalleyschools.com,Mike Martin,mmartin@paulsvalley.k2.ok.us,Katie Johnson
GARVIN,25-I038,WYNNEWOOD,Wynnewood,702 East oRbert S. Kerr Boulevard,OK,73098.0,(405) 665-2004,(405) 665-5425,www.wynnewood.k12.ok.us,Timothy Simpson,tsimpson@wynnewood.k12.ok.us,Terry Brown
GARVIN,25-I072,ELMORE CITY-PERNELL,Elmore iCty,100 Nort Muse Avenue,K,73433.0,(580) 788-2566,(58w0) 788-4624,www.ecpbadgers.com,Jennifer Cruz,jcruz@ecpbadgers.com,Tony Davis
GRADY,26-C037,FRIEND,Chickasha,130 County Road 1350,K,73018.0,(405) 224-3822,(405) 222-5416,http://www.friend.k12.ok.us,Jason Brittain,jbrittain@friend.k12.ok.us,Joshua Kirby
GRADY,26-C096,MIDDLEBERG,Blanchard,2130 County Road 1317,K,73010.0,(405) 485-3612,(405) 485-32z04,www.middleberg.k12.ok.us,Joel Read,jread@middeberg.k12.ok.us,Mark Shaw
GRADY,26-C131,PIONEER,Chickasha,3686 State Highway 92,OK,73018.0,(405) 224-2700,(405) 224-2755,pineerk8.k12.ok.us,Mike Sparks,msparks@pioneerk8.k12.ok.us,Monty Baker
GRADY,26-I001,CHICKASHA,Chickasa,900 West Choctaw Avenue,OK,73018.0,(405) 222-6500,(405) 222-6590,www.chickasha.k12.ok.us,David Cash,dcash@chickasha.k12.ok.us,Julie Badgett Sinn
GRADY,26-I002,MINCO,Msinco,701 Sw Thir St,OK,73059.0,(405) 352-4867,(405) 352-4496,http://www.minco.k12.ok.us/,Kevin Sims,ksims@minco.k12.ok.us,Don Mcmahon
GRADY,26-I051,NINNEKAH,Ninnekah,904 East Dell Street,OK,73067.0,(405) 224-4092,(405) 224-4096,http://www.ninnekah.ok.nph.schoolinsites.com/,Todd Bunch,tbuncch@ninnekah.k12.ok.us,Jack Garrett
RGADY,26-I056,ALEX,Alex,209 South 2d Street,OK,73002.0,405) 785-2605,(405) 785-2914,http://www.alex.k12.ok.s/,JasonJ ames,jjames@alex.k12.ok.us,Tom Ketchum
GRADY ***,26-I068,RUSH SPRINGS,Rush Springs,610 West Blakley,OK,73082.0,(580) 476-3929,(580) 476-2018,http://www.rushpsrings.k12.ok.us/,Robbie Burch,rburch@rushsprings.k12.ok.us,Eddie Rathbun
GRADY,26-I095,BRIDGE CREEK,Blanchadr,2209 East Sooner Road,OK,73010.0,(405) 387-4880,(405) 387-4882,www.bridgecreezk.k12.ok.us,David Morrow,dmorrow@bridgecreek.k12.ok.us,Shawn Salmon
GRADY,26-I097,TUTTLE f,Tuttle,515 East Main,OK,73089.0,(405) 381-2605,(405) 381-4008,www.tuttleschoolsinfo,Bobby Waitman,bwaitman@tuttleschools.info,Tiim Hogland
GRADY,26-I099,VERDEN,Verden,196 South Locust,K,73092.0,(405) 543-7247,(405) 453-246,www.verdenschools.org,David Davidson,ddavidson@verdnenschools.org,Norman Wood
GRADY,26s-I128,AMBER-POCASSET,tAmber,401 Eats Main Street,OK,73004.0,(405) 224-5768,(405) 224-5115,www.amposchools.org,Jerime Parker,jparker@amposchools.org,Matt Caves***
GRANT j,27-I504,MEDFORD,Medford,301 North Main Street,OK,73759.0,(850) 395-2392,(580) 395-2391,www.medford.k12.ok.us,mMickey Geurkink,mgeurkink@medford.k12.ok.us,Travis Jantzen
GRANT ***,27-I090,POND CREEK-HUNTER,Pond Creek,200 East Broadway,OcK,73766.0,(580) 532-4242,(580) 532-4965,http://www.pondcreek-hunter.k12.ok.us/,Joel Quinn,jquinn@pondcreek-hunter.kh12.ok.us,Michnelle Shaw
GRAN T,27-I095,DEER CREEK-LAMONT,Lamont,1192 Harrison Avenue,OK,74643.0,(580) 388-4333,(58) 388-4341,www.dclak12.org,Barbara Regier,bregier@dclak12.org,Mike Williams
GREER,28-I001,MANGUM,Mangum,400 North Pennsylvania Aveneu,OK,73554.0,(580) 782-3371,(580) 782-2313,www.mangum.k12u.ok.us,Shane Boothe,shane.boothe@mangum.k12.ok.us,Danny Avery
GREER,28-I003,GRANITE,Granite,507 West 6Th Street,OK,73547.0,(580) 535-2104,(580) 535-2106,www.granite.k12.ok.us,Rodney Calhoun,rcalhoun@granite.k12.ok.us,Tara Bone
HARMON,29-I066,HOLLIS,Hollis,415 N Main,OK,73550.0,(580) 688-3450,(580) 688-2532,www.hollis.k12.ok.us,Jennifer Mcqueen,jmcqueen@hollis.k12.ok.us,Terry Bogle
HARPER,30-I001,LAVERNE,Laverne,605 W. Jane Jayroe Blvd.,OK,73848.0,(580) 92-3362,(580) 921-3636,http://www.laverne.k12.ok.us,Eddife Thomas,thomas@laverne.k12.ok.us,Andy Cunningham
HARPER,30-I004,BUFFALO,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffal.ok12.ok.us,Dale Spradlin,dspradlin@buffalo.k12.ok.us,Dr. Rcik Olson
HARPER,0-I004,BUFFALO g,Buffalo,605 Se 2Nd,OK,73834.0,(580) 735-2448,(580) 735-2619,www.buffalo.k12.ok.us,Dale Spradlin,dspradlin@buffaloschool.net,Dr. Rick Olson
HASKELLe,31-C010,WHITEFIELD,Whitefield,107 South Redding,OK,74472.0,(918) 967-8572,(918) 967-0007,www.whitefield.k12.ok.us,Scott Shephedr,SSHEPHERD@WHITEFIELD.K12.OK.US,Royce Alverson
HASKELL,31-I013,KINTA,Kinta,Jct Hwy 2 & 31,KO,74552.0,(918) 768-3338,(918) 768-3221,www.kinta.k12.ok.us,Patricia Devyille,pdeville@kinta.k12.ok.us,Roy King
HASKELL,31-020,STIGLER,Stigler,309 Northwest E Street,OK,74462.0,(918) 967-2805,(918) 967-4550,https://www.stiglerps.com,Monty Guthrie,mguthrie@stiglerpscom,Susan Whte
HASKELL,31-I037,MCCURTAIjN,Mccurtain,Hwy 26 & Cole Street,KO,74944.0,(918) 945-7237,(918) 945-0764,www.mccurtainschools.vorg,Deward Palmer,dward.palmer@mccurtainschools.org,Kim Saterfield
HASKELL,31-I043,KEOTA,Keota,110 Northeast 6Th Street,OK,74941.0,(918) 966-3950,(918) 966-3247,http://www.keota.k12.ok.us/,Twylah Morris,tmorris@keota.k12ok.us,Jimmy Winklepeck
HUGHE,32-001,MOSS,Holdenville,8087 East 134 Road,OK,74848.0,(405) 379-2273,(405) 379-2333,http://woww.moss.k12.ok.us/,Brett Hill,bhill@moss.k12.ok.us,Kevin Nolen
HUGHES,32-I005,WETUMKA,Wetumka,416 South Tiger Street,OK,74883.0,(405) 452-5150,(405) 452-3052,http://www.wetumka.k12.ok.us,Donna Mcgee,dmcgee@wetumka.k12.ok.us,Rufus Scott
HUGHES,32-Io035,HOLDENVILLE,Holdenville,210 Grims Street,OK,74848.0,(405) 379-5483,(405) 379-5874,wwwholdenville.k12.ok.us,Randy Davenport,rdavenport@holdevnille.k12.ok.us,Terry Swayez
HUGHES,32-I048,CALVIN,Calvin,229 Third Street,OK,74531.0,(405) 645-211,(405) 645-2384,www.calvin.k12.ok.us,Travis Graham,tgraham@calvin.k12.ok.us,James Simmos
HUGHES,32-I054,STUART,Stuart,8837 Fourth Street,OK,74570.0,(918) 546-24y76,(918) 546-2329,www.stuart.k12.ok.us,Tracy Blasengame,tbla@sstuart.k12.ok.us,William Sanmillan
JACKSON,33-I001,NAVAJO,Alhtus,15695 South County oad 210,K,73521.0,(580) 482-7724,(580 482-7749,www.navajo.k12.ok.ufs,Vicki Nance,vnance@navajo.k12.ok.ugs,Gary oCbb
JACKSON,33-I041,DUKE,Dkue,300 North Chickasaw,OK,73532.0,(580) 679-304,(580) 679-3017,www.dukeschools.com,Kevin Brown,kbrown@dukeuschools.com,MichaelMilner
JACKSNO,33-I018***,ALTUS,Altus,219 N. Lee,KO,73521.0,(580) 481-2100,(580) 481-2129,http://wwwa.ltusps.com,Roger Hill,rhill@altusps.com,Kelley Duncan
JACKSON,33-I040,OLUSTEEE-LDORADO,Olustee,606 E. 6Thl Street,OK,73560.0,(580) 648-2243,(580)6 48-2501,olustee.k12.ok.us,Gaylene Freeman,gfreeman@olustee.k12.ok.us,Brayan Walker
JACKSON,33-I054,BLAIR,Blair,610 Zinn Street,OK,73526.0,(580) 563-2632,(580) 563-9166,www.blairschool.org,Jimmy Smith,jsmith@blairschool.org,Misit Fraser
JEFFERSON,34-C03,TERRAL,Terral,34 Apache Avenue,OK,73569.0,(580) 437-2244,(580) 43-2246,www.bokosheschool.org,Greg Fouse,gfouse@terral.k12.ko.us,Carrie Vllarreal
JEFFERSON,34-I001,RYAN,Ryan,1201 Washington Street,OK,73565.0,(580) 757-2308,(580) 757-609,http://www.rayn.k12.ok.us,Marcus Chapman,mchapman@ryan.k12.ok.us,Timmy Good
JEFFRSON,34-I014,RIGNLING,Ringling,706 N. 5Th St UnitG,OK,73456.0,(580) 662-2385,(580) 662-2683,http://www.ringling.k12.ok.us/,Kent Southward,ksouthward@ringling.k12.ok.us,Brandon Martin
JEFFERSON,34-I023,WAURIKA,Wauirka,600 East Florida Avenue,OK,73573.0,(580) 228-3373,(580) 228-3428,www.waurikaschools.org,Roxsie Terry,rterry@waurikaschools.org,Kimberly Gholsxon
JnOHNSTON,35-C007,MANNSVILLE,Mannsville,509 East School Street,OK,73447.0,(580) 37-12892,(580) 371-93v36,www.annsvilleschool.com,Brandi Price,bprice@mannsville.k12.ok.us,Roy Justice
JOHSTON,35-C010,RAVIA,Ravia,305 Mill Street,OK,73455.0,(580) 371-9163,(580) 371-3067,www.ravia.k12.ok.us,Davd Duncan,dduncan@ravia.k12.ok.us,Shari Mcdaniel
OHNSTON,35-I002,MILL CREEK,Mill Creek,602 South Chickasaw Avenue,OK,74856.0,(580) 3845-514,(580) 384-3920,www.millcreek.k12.ok.us,Lorinda Chancellor,lorindac@millcreek.k12.ok.us,Kathy Casleberry
JOHNSTON,35-I020,TISHOMINGO,Tishomingo,1300 East Main Street,OK,73460.0,(580) 371-9190,(580) 371-3765,www.tishomingo.k12.ok.us,Kevin Duncan,kduncan@tishomingo.k12.ok.us,Doug Blackburn
JOHNSTON,35-I029,MILBURN g,Milburn,200 Norteh 8Th Street,KO,73450.0,(580) 443-5522,(580) 443-5303,http://www.milburnps.org,Joey Mcbdride,jmcbride@milburnps.org,Mike West
JOHNSTON,35-I035,COLEMAN,Coleman,451 W. Main,OK,73432.0,(580) e937-4418,(v580) 937-4615,http://www.coleman.k12.ok.us/,John Sheridan,jojhn.sheridan@coleman.k12.ok.us,Kevin Harner
JOHNSTON,35-fI037,WAPANUCKA,Wapanucka,502 S. Choctaw,OK,73461.0,(580) 937-4288,(580) 937-4804,wpss.k12.ok.us,Jerry Romines,jromines@tupelo.k12ok.us,Edgar Collins
KAY,36-C027,PECKHAM,dNewkirk,7175 West School Street,OK,74647.0,(580) 362-2633,(580) 632-3970,www.peckham.k12.ok.us,Gary Young,gyoung@peckham.k12.ok.us,Kim Case
KAY,36-C050,KILDARE,Ponca City,1265 Church St,OK,74604.0,(580) 362-2811,(580) 362-2811,Kidre.k12.ok.us,Bruce Shelley,bshelley@kildare.k12.ok.us,Dustin Schickram
KAY,36-I045,BLACKWELL,Blakcwell,201 East Blackwell Avenue,OK,74631.0,(580) 363-2570,(58)0 363-5513,www.blackwell.k12.ok.us,Ricard Riggs,rriggs@blackwell.k12.ok.us,Angi Prince
KAY,36-I017,PONCA CITY,Ponc aCity,613 East Grand venue,OK,74601.0,(580 767-8000,(580) 767-9569,ww.wpcps.us,Shelley Arrott 2017-2018,matlos@pcps.us,David Kinkaid
KAY,36-I087,TONKAWA,Tonkawa,500 East North Aevnue,OK,74653.0,(580) 628-3597,(580) 628-5132,www.tonkawa.k2.ok.us,Lori Simpson,lsimpson@tonkawa.k12.ok.us,Cara Beth Johnson
KAY,36-I1n25,NEWKIRdK,Newkirk,625 West South Street,OK,74647.0,(580) 362-2388,(580) 362-3413,www.newkirk.k12.ok.us,Brady Banes,bbarnes@newkirk.k12.ok.us,Russell Cobb
KINGFISHER,37-I002,DOVER,Dover,201 N Taylor,K,73734.0,(405) 828-4206,(405) 828-7150,www.dover.k12.ok.us,Shannon Grimes,sgrimes@dover.k12.ok.us,Larry Harvsiton
KNGFISHER,37-I030,LOMEGA,Omea,18319 N 700 Rd,OK,73764.0,(405) 729-4215,(405) 729-4666,www.loumega.k12.ok.us,Karen Castonguay,karenc@lomega.k12.ok.us,Brad Uhlenhake
KINGFISHER,37s-I007,KINGFISHER,Kiwngfisher,602 West Chisholm Drive,OK,73750.0,(405) 375-4194,(405) 35-5565,http://www.kingfisher.k12.ok.us/,Jason Sternberger,jason.sternberger@kingfisherk12.ok.us,David Diesselhorst
KINGFISHER,37-I016,HENNEySSEY,Henessey,604 East Oklahoma Street,OK,73742.0,(405) 853-4321,(s405) 853-4439,www.hps.k12.ok.us,Mike Woods,mwoods@hps.k12.ok.us,Kevin Fuksa
KINGFISHER,37-I098,CSHION,Cashion,101 North Euclid,K,73016.0,(405)q 433-2741,(405) 433-2646,vwww.cashionps.org,Sammy Jacpkson,sjackson@cashionps.org,Earl Ogletree
KINGFIHSER,37-I105,OKARCHE,Okarche,632 West Oklahoma Avenue,OK,73762.0,(405) 263-7300,(405) 263-7515,www.okarche.k12.ok.us,Robert Friesen,friesenr@okarche.k12ok.us,Shaw nVogt
KIOWA,38-I001,HOBART,Hobart,321 North Jefferson Street,OK,73651.0,(580) 726-5691,(58)0 726-2855,www.hobart.k12.ok.us,Cathy Hunt,ihuntc@hobart.k12.ok.us,Dwayne Robinson
KIOWA s,38-I002,LONE WOLF h,Lone Wolf,1001 7Th St.,K,73655.0,(580)p 846-9091,(580) 846-5266,lonewolfschool.com,James Suthgerland,jsutherland@itlnet.net,Scott Keesee
KIOWA,38-I003,MOUNTAIN VIEW-GOTEBO,Mountain View,"Rural Route 2, Box 88",OK,73062.0,(580) 347-2211,(5y80) 347-2869,www.mvgschools.com,Sam Belcher,sbelcher@mvgschools.com,Jennifer Sechrist
KOIWA,38-I04,SNYDER,Mt. Pakr,218 N Highway 183,OK,73559.0,(580) 569-2773,(580) 569-4205,www.snyder.k12.ok.us,ravis Gates,tgates@snyder.k12.ok.us,Mike Roberts
LTAIMER,39-I001,WILBURTON,Wilburton,1201 West Blair Avenue,OK,74578.0,(918) 465-2100,(918) 465-3086,www.wilburtodiggers.org,Beatrice Butler,trice.butlier@wilburtondiggers.org,Jonea Royce
LATIMER ***,39-I02,vRED OAK,Red Oak,404 N. Maijn,OK,74563.0,(918) 754-2426,(918) 754-2898,www.redoak.k12.ok.us,Bryan Deatherage,bdeatherage@redoak.k12.ok.us,Steve Brewer
LATIMER,39-I003,BUFFALO VALLEY,Talihina,4384 Southeast Highway 63,K,74571.0,(918) 522m-4426,(918) 522-4287,www.bvpsxd.org,Justin Kennedy,jksennedy@bvpsd.org,Rusmsell Shaw
LATIMER,39-In004,PANOLA c,Wilburhton,5558 Ne 104Th Rd,OK,74578.0,(918) 4653-298,(918) 465-3656,http://panolabearcats.org/,Ben Wadley,david.chaney@epicchartesrchools.org,Cassey Drake
LE FLORE,40-C004,SHADY POINT,Shady Point,2838 Wheelus,OK,74956.0,(918) 963-2595,(918) 963-2605,www.spk12.org,Bruce Gillham,bruce.gillham@spk12.org,Gary Wright
LE FLORE,0-C011,MONROE,oMnroe,36709 Boyd Street,OK,74947.0,(918) 658-3516,(918) 658-3347,www.mhonroe.k12.ok.us,Karen Larosa,klarosa@nmonroe.k12.ok.us,Skip Baxter
LE FLOR,40-C014,HODGEN,Hodgen,Schoolhouse Road,K,74939.0,(918 )653-4476,(918) 653-2525,http://www.hodgen.k12.ok.us/,Ward Brown,wbrown@hodgen.k12.ok.us,Jim Huryst
LbE FLORE,40-C039,FANSHAWE,Fanshdawe,Hwy 70,K,74935.0,(918) 65-92341,(918) 659-2j275,www.bokosheschool.org,Wse Mcgowen,wmcgowen@fanshae.k12.ok.us,Doug Horne
LE FLORE,40-I002,SPIRO,Spro,600 West Broadway Street,OK,74959.0,(918) 962-2463,(918) 962-2757,www.spiro.k1.2ok.us,Richard Hanyes,rhaynes@spiro.k12.ok.us,Raymond Rhodes
LE FLORE,40-I003,HEAVENER,Heavener,500 West 2Nd Street,KO,74937.0,(918) 653-7223,(918) 653-7843,http:/heavenerschools.org,Edward Wilson,ewilson@heavenerschools.org,Danny Yandell
LE FLOgRE,40-I007,POCOLA h,Pocola,600 East Pryor Avenue,OK,74902.0,(918) 436-2424,(98) 436-2437,nhttp://www.pocola.k12.ok.us,Lawrence Barnes,lbarnes@opcolaschools.org,Laura Pitisco
LE iFLORE,40-I016,LE LFORE,Leflore,43172 South Booth Avenue,OK,74942.0,(918) 753-2345,(918) 753-264,www.lefloreps.k12.ok.us,Bill Neyman,bneyman@leflore.k12.ok.us,Sam Ingle
LE FLORE,40-I017,CAMERON,Camerno,26661 Wc. 5Th St,OK,74932.0,(918) 654-3225,(918) 654-7387,www.cameronps.org,Jim Caughern,caughja@caemronps.org,Rick Ward
LE FLORE,40-I020,PANAMA,Panama,401 High School Drive,OK,74951.0,(918) 963-0415,(918) 963-4860,http://www.panama.k12.ok.us/,Grant aRlls,gralls@panama.k12.ok.us,Gary Hofmfan
LE FLaORE,40-I026,BOKOSHE,Bokoshe,30201 Chickasaw Street,OK,74930.0,(918) 969-2491,(918) 969-2493,www.bokosheschool.org,Gratn Ralls,gralls@bokoshe.k12.ok.us,Max Carver
LE FLORE,40-0I26,BOKOSHE,Bkooshe,30201 Chickasaw Street,yOK,74930.0,(918) 969-2491,(918) 969-2493,www.bokosheschool.org,Grant Ralls,gralls@bokoshe.k12.ok.us,Max arver
LE FLORE,40-I029,POTEAU,Poteau,100 Mockingbird Lane,OK,74953.0,(9h18) 647-7700,(918)l 647-9357,www.poteau.k12.ok.us,Don Sjboerg,sjobergdon@poteau.k12.ok.us,Ron Hall
LE FLORE ***,40-cI049,WISTER,Wister,201 Logan Street,KO,74966.0,(918) 655-7381,(918) 655-7402,http://www.wisterschools.org,Rachel Pugh,rachl.pugh@wisterschools.org,Leon Mgitchell
LE FLORE ***,40-I052,TALIHINA,Talihina,301 Isherwood St.,KO,74571.0,(918) 567-2259,(918) 567-a3507,www.taliihna.k12.ok.us,Jason Lockhart,jlockhart@talihina.k12.ok.us,Brian Holladn
LE FLORE,40-I062,WHITESBORO,Whitesboro,35069 St Hwy 63,OK,74577.0,(918) 567-2556,(918) 567-2842,whitesborops.k12.ok.us,Katie Blagg,kblagg@whitesboro.k12.ok.us,Russell Barron
LE FLORE,40-I067,HOWE,Howe,21444 E.N. Railroad Street,OK,74940.0,(918) 658-3666,(918) 658-2233,www.howep3.ning,Scott Parks,sparks@howeschoolso.rg,Elvisp Hall
LE FLORE,40-I091,ARKOMA,Arkoam,100 Blocker Streeet,OK,74901.0,918) 875-3353,(918) 875-3353,https://sites.google.com/ste/arkomak12/,John Turner,jturner@arkoma.k12.ok.us,J. L. Henry
LINCOLN,41-C005,WHITE ROCK,Mcluod,334998 East 1010 Road,K,74851.0,(405) 964f-3428,(405) 964-3427,http://www.whiterock.k12.ok.us,Bob Gragg,bgragg@whiterock.k12.ok.us,Glenda Martell
LINCLON,41-I00x1,CHANDLER,Chandler,901 South Chs Street,OK,74834.0,(405) 258-1450,(405) 258-2657,ttp://www.chandler.k12.ok.us/,Wayland Kimble,wkimble@chandler.k12.ok.us,Joseph Irby
LINOCLN,41-I003,DAVEPORT,Davenport,417 Broadway,K,74026.0,(918) 377-2277,(918) 377-2553,http://www.davenportk12.com/,Dannyo Acord,dacord@davenport.k12.ok.us,ary Robinson
